zgh_verbe	en_meaning
ⵙⴳⵏⵣⵉ	Being without gonna, cheeky, casual
ⵙⴳⵓⴳⴳⵓ	smoke
ⵙⴳⵓⴳⵔ	Put yourself over the fire to warm up, dry your clothes or smoke
ⵙⴳⵓⵏⴷⵓ	moldy
ⵙⴳⵓⵏⴼⵓ	to rest
ⵙⴳⵓⵔⵔⴻⵔ	Roll (Pigeon, Dove)
ⵙⴳⵓⵔⵣⵓ	wrap
ⵙⴳⵓⵙⵎⵓ	cause indigestion
ⵙⴳⵓⵛⵛⴹ	bristle
ⵙⴳⵓⵟⵟⵉ	covered
ⵙⴳⵔⴻⵔ	flatten
ⵙⴳⵔⵉⴳⵔ	to cause pain
ⵙⴳⵔⵉⴳⵔⵜ	make horizontal, level
ⵙⴳⵔⵔⵄ	burp
ⵙⴳⵔⵙ	Spend winter, winter
ⵙⴳⵕⵓⵊⵊⵎ	rod
ⵙⴳⵣⴷⴼ	be idle, wander, wander
ⵙⴳⵯⴷⵎ	to spill
ⵙⴳⵯⵔⵔⵎ	to shave
ⵙⴷⴷⵉⴷ	insist
ⵙⴷⴷⵉⵔⵉ	shelter, hide, be sheltered
ⵙⴷⴷⵉⵔⵣ	pull
ⵙⴷⴷⵉⵔⵣ	to move back
ⵙⴷⴷⵔ	earn a living
ⵙⴷⴷⵔ	enter an opportunity, take advantage of an opportunity
ⵙⴷⴷⵔⴼ	to hasten, to hurry, to press
ⵙⴷⴻⴷ	Lim, lose weight
ⵙⴷⵉⴷⴷⵉ	scare
ⵙⴷⵉⴷⴷⵉ	threaten
ⵙⴷⵉⴽⴽⵉ	Strong, make noise while walking
ⵙⴷⵉⴽⵏ	Focus, concentrate
ⵙⴷⵍ	cover
ⵙⴷⵍ	covered
ⵙⴷⵍⴼⵓ	To grope
ⵙⴷⵓ	be next to, neighbor with
ⵙⴷⵓ	lean
ⵙⴷⵓⵀⴷⵓ	drug
ⵙⴷⵓⵀⴷⵓ	tire too many words
ⵙⴷⵓⵇⵇⵔ	to hit
ⵙⴷⵓⵎⵙⵍ	Sourch or stack with fatty substance
ⵙⴷⵓⵏⴽⵍ	Drizzle, irrigate the floor before plowing
ⵙⴷⵓⵔⵔⵉ	to invade
ⵙⴷⵔⴷⵙ	Spy, spy
ⵙⴷⵔⴼⵉ	release
ⵙⴷⵔⵃ	convince
ⵙⴷⵖⴷⵖ	bruise
ⵙⴷⵖⴷⵖ	scratch
ⵙⴷⵡⵡⵅ	Stun, make you dizzy
ⵙⴹⵀⵡⵕ	stun
ⵙⴹⵓⵇⵇⵥ	explode, burst
ⵙⴹⵓⵇⵇⵥ	pierce, die
ⵙⴹⵓⵕⴹⵕ	mute
ⵙⴹⵕ	drop
ⵙⴹⵕ	lay
ⵙⴹⵕ	lower
ⵙⴹⵕⵕⴼ	embellish
ⵙⴹⵕⵚ	to stipulate
ⵙⴹⵚⴰ	to make laugh
ⵙⴹⵚⵕ	spoil, deal with extreme indulgence
ⵙⴻⵙⵙⵓ	irrigate, water, make drink
ⵙⴼⴰⴼⴰ	awaken, wake up
ⵙⴼⴰⴼⴰ	squeeze
ⵙⴼⴰⵔⵔⵉ	take off
ⵙⴼⴳⴳⵜ	recall
ⵙⴼⴼⵉ	Spring, pour, spread (liquid)
ⵙⴼⴼⵉⴷⵉ	turn your back, back down
ⵙⴼⵄⴼⵄ	Wake up with a start, surprise
ⵙⴼⵇⵇⵀ	Enlighten (instruct)
ⵙⴼⵇⵇⵀ	to warn
ⵙⴼⵇⵇⵄ	astonish
ⵙⴼⵇⵇⵄ	surprise
ⵙⴼⵉⵇⵙ	shine, sparkle
ⵙⴼⵉⵔⵏⴻⵏ	smile
ⵙⴼⵉⵔⵙ	Draw, make a sketch
ⵙⴼⵍ	overflow
ⵙⴼⵍⵍⴹ	numb
ⵙⴼⵍⵍⵙ	make it insane, deprave, spoil
ⵙⴼⵏⴷⵃ	beady
ⵙⴼⵏⵥⵡⵉ	Agree, to dismember, to be agitated
ⵙⴼⵓⴳⴳⵔ	fail
ⵙⴼⵓⴳⴳⵔ	hurt
ⵙⴼⵓⴳⵍⵓ	celebrate, celebrate
ⵙⴼⵓⴼⴼⵉ	germinating, pushing, budding
ⵙⴼⵓⴽⴽⴰ	take shape
ⵙⴼⵓⵇⵇⵔ	rush
ⵙⴼⵓⵔⴷⵓ	mortar
ⵙⴼⵓⵕⴹ	Ruer, Decate by rumoring
ⵙⴼⵔⴼⵉⵔ	To struggle (bird)
ⵙⴼⵔⴽⴻⴽ	crumble, chipping
ⵙⴼⵔⵎⵛ	swore
ⵙⴼⵔⵓⵔⵅ	Make small (volatile), hatch
ⵙⴼⵔⵓⵔⵉ	Figure, crumble, church
ⵙⴼⵔⵓⵔⵉ	to give detail
ⵙⴼⵔⵙⵙⵉ	split
ⵙⴼⵔⵜⵇ	Badin, joke
ⵙⴼⵕⵕⵊ	to entertain
ⵙⴼⵙⴰ	change (opinion, feeling, conduct)
ⵙⴼⵙⴰ	lie
ⵙⴼⵙⵙ	silence
ⵙⴼⵜⵓⵜⵜⵉ	Crumble, cut into small pieces
ⵙⴼⵢⵢⵛ	Peel argan fruits
ⵙⴽⴰⵟⵟⵉ	to break
ⵙⴽⴰⵣ	to warn
ⵙⴽⴼ	be pale
ⵙⴽⴼⴽⴼ	skim
ⵙⴽⴽⴼⵍⵉⵍ	split
ⵙⴽⴽⵉⵡⵙ	sit
ⵙⴽⴽⵍ	pad
ⵙⴽⴽⵓⵙ	sit
ⵙⴽⴽⵛⵜⵓ	to spill
ⵙⴽⵉⴼⵙ	sprinkle, sprinkle
ⵙⴽⵉⴽⴽⴹ	tickle
ⵙⴽⵉⵊⵊⵉ	cringe
ⵙⴽⵉⵏⴼⵔ	sigh
ⵙⴽⵉⵔⴽⵙ	lie
ⵙⴽⵉⵔⵔⵉ	grind, cry
ⵙⴽⵍ	curdle
ⵙⴽⵍ	slip
ⵙⴽⵍ	spy
ⵙⴽⵍⴽⴹ	sting
ⵙⴽⵍⴽⴹ	tickle
ⵙⴽⵍⵓⵍ	dazzle
ⵙⴽⵍⵓⵍ	shine
ⵙⴽⵍⵓⵍⵍⵥ	get his teeth
ⵙⴽⵍⵓⵍⵍⵥ	give goosebumps
ⵙⴽⵏⵍ	label
ⵙⴽⵏⵓⵏⵏⵉ	Roll on the ground, tumble (tr.)
ⵙⴽⵏⵓⵏⵏⵉ	drop
ⵙⴽⵓ	dry out, dehydrate
ⵙⴽⵓⴱⴱⵔ	cower
ⵙⴽⵓⴼⵔ	irritate, put in bad humor
ⵙⴽⵓⴼⵙ	spit
ⵙⴽⵓⴽ	sigh
ⵙⴽⵓⴽ	to be bored
ⵙⴽⵓⴽⴽⴼ	to fart
ⵙⴽⵓⴽⴽⵔ	bud
ⵙⴽⵓⴽⵓ	cackle
ⵙⴽⵓⵀ	excite a dog, give him the order to attack
ⵙⴽⵓⵄ	Glapir (jackal)
ⵙⴽⵓⵎⵎⵔ	immobilize
ⵙⴽⵓⵎⵎⵔ	squat
ⵙⴽⵓⵎⵔ	force, force
ⵙⴽⵓⵏⵣⵔ	nose
ⵙⴽⵓⵔ	Pelot, put in ball
ⵙⴽⵓⵔⴽⵣ	scratch
ⵙⴽⵓⵔⴽⵣ	search, return (earth)
ⵙⴽⵓⵕⵎ	sit down, sit down
ⵙⴽⵓⵕⵎ	squat
ⵙⴽⵓⵛⵎ	paralyze
ⵙⴽⵓⵛⵛⴹ	bristle
ⵙⴽⵓⵛⵛⵉ	let go of a vess, a fart
ⵙⴽⵓⵜⴰ	to rest
ⵙⴽⵓⵜⵜ	rely on
ⵙⴽⵓⵜⵜⵎ	squat
ⵙⴽⵓⵟⵟⴼ	pinch
ⵙⴽⵓⵥⵥⵉ	let go of a vess, a fart
ⵙⴽⵔ	TO DO
ⵙⴽⵔ	commit
ⵙⴽⵔⴽⵙ	lie
ⵙⴽⵔⵏⵓⵏⵛ	curl, crêper
ⵙⴽⵔⵓⵔⵉ	massacre
ⵙⴽⵔⵓⵔⵔⵛ	ride, curl, offend
ⵙⴽⵙⴼ	embellish
ⵙⴽⵙⵡⵜ	to honour
ⵙⴽⵣⴽⵣ	grind
ⵙⵀⴰⵔⵔⵉ	roll, move a rounded object by turning it on itself
ⵙⵀⵉⵇⵇⵉ	hidden
ⵙⵀⵉⵔⵔⵉ	GROGNER (dog)
ⵙⵀⵎⴷ	Soothe, calm the pains
ⵙⵀⵏⵓⵏⵏⵉ	demolish
ⵙⵀⵏⵓⵏⵏⵉ	make roll
ⵙⵀⵓ	miss (momentarily) attention, be distracted
ⵙⵀⵓⵕⵕⴹ	bray
ⵙⵀⵓⵕⵕⵓ	bray
ⵙⵀⵓⵛ	wrestle
ⵙⵃⴰⴹⵕ	have assisted, make appear, make present
ⵙⵃⵉⴷⵔ	limp
ⵙⵃⵉⴷⵙ	dancing the ahidous
ⵙⵃⵉⵃⵃⵉ	moan, suffer
ⵙⵃⵉⵍⵍⴻⵍ	lie
ⵙⵃⵉⵏ	strive, move with difficulty
ⵙⵃⵉⵏⵏⴱ	caress, spoil (treat with extreme indulgence), pamper
ⵙⵃⵉⵔⵔⵉ	Make a whistling noise while breathing, be breathless
ⵙⵃⵉⵙⵙⴼ	have concerns, worry
ⵙⵃⵉⵣⵏ	Box, claudicate
ⵙⵃⵍⵓⵍⵍⴹ	soften
ⵙⵃⵍⵓⵕⴹ	smooth
ⵙⵃⵏⵊⴼ	adopt an assigned attitude
ⵙⵃⵏⵏⵇ	shrink, make narrow, cramped
ⵙⵃⵏⵓⵏⵏⵉ	Model an object by rounding it
ⵙⵃⵏⵜⵉ	lie
ⵙⵃⵓⴷⵔ	Lean, bend, lower
ⵙⵃⵓⴼ	backtrack
ⵙⵃⵓⵏⴷⵔ	bray
ⵙⵃⵓⵔⴼ	custom
ⵙⵃⵓⵔⵔⵉ	moan, make a groan heard while breathing
ⵙⵃⵓⵔⵛ	excite, stimulate, encourage
ⵙⵃⵓⵕⵎⵓ	Pray, beg
ⵙⵃⵓⵥⵥⵕ	to beg
ⵙⵃⵔ	sprinkle
ⵙⵃⵔⵓⵔⵉ	liquefy
ⵙⵃⵔⵔⴼ	strap
ⵙⵃⵕⵕⵓ	make bitter, spicy, painful
ⵙⵃⵕⵕⵛ	excite, go up (a person)
ⵙⵃⵙⵃ	Baratinate, lie
ⵙⵃⵙⵙⵓ	listen hear
ⵙⵃⵛⵛⵎ	Shame, cover with shame, humiliate
ⵙⵃⵡⵡⵚ	to walk
ⵙⵄⵉⵔⵏⴻⵏ	gleap
ⵙⵄⵉⵔⵏⴻⵏ	yell
ⵙⵄⵏⴷⵓ	present their condolences
ⵙⵄⵏⵇ	despair
ⵙⵄⵏⵥⵍ	nasiller
ⵙⵄⵓⴽⴽⵣ	rod with a rod
ⵙⵄⵓⵄⵄⵉ	bray
ⵙⵄⵓⵇⵉ	To vomit
ⵙⵄⵓⵔⵔⵎ	make brave, brave
ⵙⵄⵓⵔⵔⵛ	pile up
ⵙⵄⵢⵢⴹ	yell
ⵙⵅⴰ	support a separation
ⵙⵅⴰ	to abandon
ⵙⵅⴰⵅⵅⵉ	scratch
ⵙⵅⴰⵍⴹ	make someone discover a place
ⵙⵅⴰⵔⵔⵉ	tear, shred
ⵙⵅⴰⵜⵔ	enlarge, grow
ⵙⵅⴰⵜⵔ	treat with consideration
ⵙⵅⴹ	curse
ⵙⵅⴼ	vanish
ⵙⵅⵅⵔ	proliferate, succeed, prosper
ⵙⵅⵉⵏⵉⵜⵔ	save money
ⵙⵅⵉⵏⵏⴼ	be about to cry
ⵙⵅⵉⵏⵛⵓ	sulk, scowling
ⵙⵅⵉⵔⵔⵉ	rip
ⵙⵅⵉⵜⵔ	enlarge, grow
ⵙⵅⵉⵜⵔ	treat with consideration
ⵙⵅⵎⵓⵣⵣⵔ	Rature, scribble
ⵙⵅⵏ	save
ⵙⵅⵏⵛⵉ	be naive, gullible
ⵙⵅⵓ	to be generous
ⵙⵅⵓⴱⴱⵉ	sip
ⵙⵅⵓⵎⵎⵉ	Make the pout while shouting, be about to cry
ⵙⵅⵓⵎⵎⵕ	crop
ⵙⵅⵓⵏⵏⴼ	Make the pout while shouting, be about to cry
ⵙⵅⵓⵔⵔⵢ	snore
ⵙⵅⵓⵕⵕ	snore
ⵙⵅⵓⵢⵏ	tire
ⵙⵅⵓⵣⵣⵔ	frown
ⵙⵅⵔⵔⵇ	lie
ⵙⵅⵔⵣ	scare, scare
ⵙⵅⵙⵅ	manhandle
ⵙⵇⴰⴷ	send
ⵙⵇⴰⵇⵉ	Caqueter, gang (hen)
ⵙⵇⴰⵇⵉ	to tremble with fear)
ⵙⵇⴱⴹ	go for it (tr.)
ⵙⵇⴹⵄ	sharpen
ⵙⵇⴹⵓ	finish, finish
ⵙⵇⴹⵓ	Cut (wire, string)
ⵙⵇⵇⵉⵇⵉ	cackle
ⵙⵇⵇⵉⵛⵓ	Dress, straighten (physical)
ⵙⵇⵇⵍ	slap
ⵙⵇⵇⵎ	put away, adjust
ⵙⵇⵇⵓⵇⵃ	astonish
ⵙⵇⵉⴷⴷⵓ	snuggle up, be crouching
ⵙⵇⵉⵏⴼⵜ	Sigh, sobbing
ⵙⵇⵉⵛⵛⵎ	cajolate
ⵙⵇⵍⵍⵇ	angry, irritate, annoy
ⵙⵇⵍⵓⵍⵍⵉ	make roll
ⵙⵇⵎⵎⵛ	stray, make narrow
ⵙⵇⵓⴱⴱⵔ	Draw roots to the pickaxe
ⵙⵇⵓⴷⴷⵙ	peck
ⵙⵇⵓⵇⵇⴷ	to roast
ⵙⵇⵓⵇⵇⴷ	tickle
ⵙⵇⵓⵊⴷⵎ	squat
ⵙⵇⵓⵏⴷⵍ	reversed
ⵙⵇⵓⵔⵔⴷ	squat
ⵙⵇⵓⵔⵔⵉ	look wide open
ⵙⵇⵓⵛⵛⵓ	Loose, make you skinny
ⵙⵇⵔ	to shut up
ⵙⵇⵔⴱⵍ	din
ⵙⵇⵔⴱⵍ	disorder
ⵙⵇⵔⵇⴱ	Entrechoquer, slam, knock on the door
ⵙⵇⵔⵔ	admit, recognize
ⵙⵇⵙⴰ	ask for
ⵙⵇⵙⴰ	to interview
ⵙⵇⵙⵇ	shine
ⵙⵉⴳⴳⵍ	look for
ⵙⵉⴳⴳⵣ	to print
ⵙⵉⴼⵔⵔ	Take, take away quickly without leaving anything
ⵙⵉⵅ	Swallowed, sag
ⵙⵉⵊⵊⵉ	Heal (tr.), Take care
ⵙⵉⵍⵍⴼ	caress, pass the hand over
ⵙⵉⵎⵎⵕ	excavate, provoke
ⵙⵉⵏⵚⴳ	chill
ⵙⵉⵖⴷ	speak with ease, correctly
ⵙⵉⵙ	boil
ⵙⵉⵜⵜⵉ	move
ⵙⵉⵜⵜⵉ	put aside
ⵙⵉⵢⵛ	hunt, spread out
ⵙⵊⵃⵊⵃ	to warm up
ⵙⵊⵊⵏ	roof
ⵙⵍⴰⵍⵉ	declaim, punctuate
ⵙⵍⴱ	be crazy, be unreasonable
ⵙⵍⴱⴱⴹ	soak, wet
ⵙⵍⴱⵜ	force
ⵙⵍⴱⵜ	submit
ⵙⵍⴳ	to be on strike
ⵙⵍⴳⵎ	censor
ⵙⵍⴳⵓⴳⴳⴷ	eagerly
ⵙⵍⴳⵓⵟⵟⵉ	lamp
ⵙⵍⴻⵍ	be very smooth
ⵙⵍⴽ	save someone
ⵙⵍⵇⵃ	Light the fire, stir up
ⵙⵍⵇⵉ	swallow
ⵙⵍⵉ	be curd, curd
ⵙⵍⵉ	go through
ⵙⵍⵉ	touch, touch slightly
ⵙⵍⵉ	toast, roast (cereals)
ⵙⵍⵉⴷⴷⵉ	drool
ⵙⵍⵉⵍ	wash, rinse
ⵙⵍⵉⵡⵍⵉⵡ	push youyous
ⵙⵍⵍ	hear listen
ⵙⵍⵍⴱ	Gover, dominate, dominate
ⵙⵍⵍⴷ	squeeze
ⵙⵍⵍⴽ	let go
ⵙⵍⵍⴽ	resign yourself, be content with little
ⵙⵍⵍⴽ	save
ⵙⵍⵍⵃ	shave, be shaved
ⵙⵍⵍⵄ	pour out
ⵙⵍⵍⵉⵍ	coat (wall)
ⵙⵍⵍⵎ	greet
ⵙⵍⵍⵓⴷⵓ	luggish
ⵙⵍⵍⵓⴼⴹ	dirty, cover with filth
ⵙⵍⵍⵓⵍⵓ	push youyous
ⵙⵍⵍⵓⵎⵎⵜ	to honour
ⵙⵍⵍⵔ	bend its price
ⵙⵍⵍⵔ	overdue, brown
ⵙⵍⵍⵙ	Damn, darken (sky)
ⵙⵍⵍⵡⵓ	produce, create
ⵙⵍⵎ	convert to Islam
ⵙⵍⵎ	strive
ⵙⵍⵎ	no longer feel a member
ⵙⵍⵎⵓⵎⵎⵉ	lick
ⵙⵍⵎⵓⵎⵎⵉ	rub, massage, pinch
ⵙⵍⵎⵓⵎⵎⵉ	suck
ⵙⵍⵎⵓⵎⵓ	soak (tr.)
ⵙⵍⵓⴱⴱⵉ	pinch
ⵙⵍⵓⴱⴷⴻⴷ	luggish
ⵙⵍⵓⴹⴼ	flip
ⵙⵍⵓⴼ	caress, pass the hand over
ⵙⵍⵓⴼⴼⵉ	skim (intr.), cover with foam
ⵙⵍⵓⵅⵛⵓ	bump, cabosser
ⵙⵍⵓⵍ	get engaged
ⵙⵍⵓⵍⵉ	shine, laminate
ⵙⵍⵓⵍⵍⵉ	go around
ⵙⵍⵓⵍⵍⵉ	to bloom
ⵙⵍⵓⵍⵍⵎ	slide
ⵙⵍⵓⵍⵍⵓ	curd, have caulots
ⵙⵍⵓⵜⵜⴼ	caress
ⵙⵍⵓⵜⵜⴼ	palpate
ⵙⵍⵓⵣⵣⵓ	disperse
ⵙⵍⵖ	to stick on
ⵙⵍⵖ	plug, be blocked
ⵙⵍⵖⴻⵖ	soften
ⵙⵍⵖⵏ	obligate
ⵙⵍⵥ	flood a field before plowing
ⵙⵎⴰⵍ	to display
ⵙⵎⴰⵍⵓ	be in the shade
ⵙⵎⴰⵍⵓ	make shadow
ⵙⵎⴰⵔⵖ	salt
ⵙⵎⴰⵖ	sow discord
ⵙⵎⴰⵙⵙ	Animate (neo.)
ⵙⵎⴰⵙⵙ	mobilize
ⵙⵎⴰⵙⵙ	move, move
ⵙⵎⴰⵜⵜⵉ	move
ⵙⵎⴰⵟⵍ	to delay
ⵙⵎⴰⵡⴰ	equip
ⵙⵎⴰⵢⵏⵓ	renew
ⵙⵎⴳⵓⵍⵍⵉ	rotate, rotate
ⵙⵎⴷ	Complete, finish, finish, finish
ⵙⵎⴷ	to add
ⵙⵎⴷ	to be completed, to be completed, to be finished
ⵙⵎⴷⵍ	cover, put a lid
ⵙⵎⴷⵓⴷⵉ	shake
ⵙⵎⴷⵢⴰ	Interpret (a role)
ⵙⵎⴹⵓⴽⴽⵓⵍ	Unite by a wedding alliance
ⵙⵎⴽⵓⵔⴻⵔ	Foment, envenue
ⵙⵎⵃ	absolve, forgive, excuse
ⵙⵎⵃⴹ	extend to the ground, extend
ⵙⵎⵃⴹⵕ	be in school
ⵙⵎⵅⴰⵣⴰ	shred
ⵙⵎⵅⵓⵣⵣ	scatter
ⵙⵎⵇⵇⵜ	shine
ⵙⵎⵉⴳⵍ	warn, threaten
ⵙⵎⵉⴷⴷⵍ	slap
ⵙⵎⵉⴷⵖ	wreaths
ⵙⵎⵉⴹⵏ	be sick
ⵙⵎⵉⵄⵄⵉⵇ	bleat
ⵙⵎⵉⵄⵄⵉⵇ	shout (child)
ⵙⵎⵉⵇⵇⵜ	rail with small drops
ⵙⵎⵉⵇⵉ	swel
ⵙⵎⵉⵍⵍⵉ	pamper
ⵙⵎⵉⵎ	be acrid
ⵙⵎⵉⵎⵏ	attributed to
ⵙⵎⵉⵎⵏ	to trust
ⵙⵎⵉⵔⵖ	salt
ⵙⵎⵉⵙⵉ	Align, justify (text)
ⵙⵎⵊⴳⵔ	Grimacate, imitate someone's gestures
ⵙⵎⵍ	turn, direct
ⵙⵎⵍⴰⵍⵍⵉ	Alternate, turn something back
ⵙⵎⵍⴰⵍⵍⵉ	dizzy
ⵙⵎⵍⴻⵍ	turn a ring around your finger
ⵙⵎⵍⵏⴷⴻⴷ	right
ⵙⵎⵍⵏⴷⴻⴷ	to confront
ⵙⵎⵍⵓⵍⵍⵉ	Alternate, turn something back
ⵙⵎⵎ	sweep
ⵙⵎⵎⴰⵍⵍⵉ	to hang up
ⵙⵎⵎⴳⵕⴰⵥ	regret
ⵙⵎⵎⴷⵔⴰⵙ	align
ⵙⵎⵎⴹⵕⵏ	meditate
ⵙⵎⵎⴽⵊⵎ	Enter, mix
ⵙⵎⵎⴽⵜⵉ	recall each other
ⵙⵎⵎⵅ	blacken
ⵙⵎⵎⵊⴷⵉⵡⵍ	sprain
ⵙⵎⵎⵊⴷⵉⵡⵍ	stumble
ⵙⵎⵎⵍⵢ	cut
ⵙⵎⵎⵏⴹⵕ	Bring the cattle in the evening
ⵙⵎⵎⵏⵖⵓⵖⴷ	cruelly beat
ⵙⵎⵎⵏⵜⵙ	stir up
ⵙⵎⵎⵓ	appoint
ⵙⵎⵎⵓⵍⵍⵥ	Luxur, cause dislocation
ⵙⵎⵎⵓⵎ	be sour, tangy
ⵙⵎⵎⵓⵣⵣⵓ	be happy
ⵙⵎⵎⵔⴳ	break, break
ⵙⵎⵎⵔⴳⵉⴳ	shake
ⵙⵎⵎⵔⴽⵯⵛ	stir
ⵙⵎⵎⵔⵎⵉ	whine
ⵙⵎⵎⵔⵣⵓⵣⵖ	open, between
ⵙⵎⵎⵖⵉ	to grow
ⵙⵎⵎⵖⵔⴷ	lengthen
ⵙⵎⵎⵙ	quintuple
ⵙⵎⵎⵙⵏ	exhaust
ⵙⵎⵎⵙⵜⵉ	Choose, sort
ⵙⵎⵎⵛⵜⴳ	move
ⵙⵎⵎⵜⵍⵓ	to chatter
ⵙⵎⵎⵣⴷⴰ	miscarry
ⵙⵎⵎⵣⴷⵉ	join
ⵙⵎⵏⴰⴳⴳⴰⵔ	meet
ⵙⵎⵏⴰⵍ	oppose
ⵙⵎⵏⵇⵕ	sting
ⵙⵎⵏⵇⵕ	to hit
ⵙⵎⵏⵓ	Return, straighten
ⵙⵎⵏⵖⵔ	gull
ⵙⵎⵏⵙⵓ	Give dinner, prepare the supper
ⵙⵎⵓⵀⵓⵢ	beady
ⵙⵎⵓⵀⵔⵜ	cow
ⵙⵎⵓⵇⵇⵍ	look at
ⵙⵎⵓⵍⵍⵓ	Refer to, sympathize with
ⵙⵎⵓⵍⵍⵖ	salivate, savor
ⵙⵎⵓⵍⵓ	be in the shade
ⵙⵎⵓⵍⵓ	be shaded, being shady
ⵙⵎⵓⵎⵎⴳ	smile, pout
ⵙⵎⵓⵎⵎⵉ	to complain
ⵙⵎⵓⵏ	Gather, assemble, bring together, collect, group together
ⵙⵎⵓⵏ	accompany
ⵙⵎⵓⵏⵏⴹ	to twist, tangle, confuse, tangle
ⵙⵎⵓⵔ	be over
ⵙⵎⵓⵔⵔⵉ	to walk
ⵙⵎⵓⵔⵙⵍⵓ	blaze
ⵙⵎⵓⵕⴹⵚ	Kill without ritually slaughter, make filth (animal)
ⵙⵎⵓⵖⵉ	sink
ⵙⵎⵓⵙⵙⵓ	Animate (neo.)
ⵙⵎⵓⵙⵙⵓ	mobilize
ⵙⵎⵓⵙⵙⵓ	move, move
ⵙⵎⵓⵜⵜⴳ	form
ⵙⵎⵓⵜⵜⴳ	prepare
ⵙⵎⵓⵜⵜⴳ	prepare
ⵙⵎⵓⵜⵜⵉ	move
ⵙⵎⵓⵜⵜⵍ	swaddle, wrap, wrap
ⵙⵎⵓⵜⵜⵔ	Gather, collect, collect
ⵙⵎⵓⵢⴹ	Make watch, prevent sleeping
ⵙⵎⵓⵢⵎⵏ	congratulate
ⵙⵎⵓⵣⵣⵔ	drop
ⵙⵎⵔ	Cook, prepare (meal)
ⵙⵎⵔⴰⵔⴰ	return from one side to the other
ⵙⵎⵔⴰⵔⴰ	transfer
ⵙⵎⵔⴷⵡⵉ	disorder
ⵙⵎⵔⴽⵙ	to mix together
ⵙⵎⵔⵉ	make it difficult, make hard, make you arduous
ⵙⵎⵔⵎⵔ	drool
ⵙⵎⵔⵓⵔⴷ	go on all fours
ⵙⵎⵔⵔⵖ	ride on the ground
ⵙⵎⵔⵖⴰ	shine
ⵙⵎⵔⵖⴷ	ride on the ground
ⵙⵎⵔⵡⵉ	disorder
ⵙⵎⵖⵎⵖ	mirroy
ⵙⵎⵙⴰⵙⴰ	fit out (neo.)
ⵙⵎⵙⴰⵙⴰ	level up, flatten
ⵙⵎⵙⴰⵙⴰ	put away, order, regulate
ⵙⵎⵙⴽⵏ	Make the poor, the unfortunate
ⵙⵎⵙⵉ	vary
ⵙⵎⵙⵖⵍⵉ	entangle
ⵙⵎⵛⵜⴰⴳ	stir, move
ⵙⵎⵜⵜⵉ	Return, overturn, tumble
ⵙⵎⵟⵟⵉⵡ	Cry, shed tears
ⵙⵎⵟⵟⵉⵡ	tear
ⵙⵎⵢⴰⴳⴰⵔ	Make it unequal, do not equalize
ⵙⵎⵢⴰⵜⴰⵢ	make more numerous, multiply
ⵙⵎⵢⵉⴼ	compare
ⵙⵎⵢⵉⴽⵣ	get to recognize
ⵙⵎⵢⵉⵊⵉ	rib
ⵙⵎⵢⵉⵕⴹ	sail in a veil
ⵙⵎⵢⵉⵙⵙⵏ	make presentations
ⵙⵎⵢⵉⵟⵟⴼ	bond
ⵙⵎⵢⵉⵡⵉ	unite by marriage, marry
ⵙⵎⵢⵢⵍ	tilt
ⵙⵎⵣⴰⵣⴰⵍ	compare
ⵙⵎⵣⵔ	scatter
ⵙⵎⵥⴹⴰ	Brass, untangle
ⵙⵏⴰⵃⵢⴰ	differentiate, distinguish, discriminate
ⵙⵏⴰⵇⵇⵚ	decrease
ⵙⵏⴰⵍ	Support, support, tear
ⵙⵏⴰⵍ	to stare
ⵙⵏⴰⵎⵎⵙ	center
ⵙⵏⴰⵖ	argue
ⵙⵏⴱⴳⵉ	Invite, receive, welcome
ⵙⵏⴱⴷⵓ	estimate
ⵙⵏⴱⵓⵜⵜⵍ	Take tangle, tangle, confuse
ⵙⵏⴱⵓⵜⵜⵍ	to delay
ⵙⵏⴱⵓⵥⵥⵍ	overturn, lie on the ground
ⵙⵏⴳⴰⴷⴷⴰ	flatten, equalize, adjust
ⵙⵏⴳⵉⴳⴳ	shake up
ⵙⵏⴳⵉⵔⵉ	to separate
ⵙⵏⴳⵓⴷⵎ	to encounter
ⵙⵏⴳⵓⵟⵟⵎ	Enlighten, cause a spin
ⵙⵏⴳⵥⵥⵍ	stretch
ⵙⵏⴷⴼ	Aviver (wound)
ⵙⵏⴷⴼ	remove the marrow
ⵙⵏⴷⵍ	shelter
ⵙⵏⴹⵡ	blow
ⵙⵏⴼⴰⵙⵙⵉ	disperse (crowds), untangle
ⵙⵏⴼⵍⵓⵍ	Create (art), innovate
ⵙⵏⴼⵓⴼⴷ	stir up
ⵙⵏⴽⵄ	breastfeed
ⵙⵏⴽⵓⵎⵎⵓ	embarrass
ⵙⵏⴽⵓⵎⵎⵓ	narrow
ⵙⵏⵀⴰⴱⴱⵔ	dilapidate
ⵙⵏⵀⵉⵇⵉ	to spill
ⵙⵏⵀⵔⵡⵍ	swing from left to right
ⵙⵏⵀⵣⵣ	shake
ⵙⵏⵃⴰⵛⵛⵎ	shame
ⵙⵏⵃⵉⵃⵃⵔ	neigh
ⵙⵏⵃⵏⵃ	neigh
ⵙⵏⵃⵓⴼⴼⵔ	hide
ⵙⵏⵄⵎⵍ	pretend, to pretend
ⵙⵏⵄⵜ	show
ⵙⵏⵉⵍ	oppose
ⵙⵏⵉⵎ	get used to
ⵙⵏⵉⵎⵎⵔ	thank
